date,category,units_sold,revenue
2024-10-05,Shipping,1230,46696.29
2024-10-05,Technology,530,129476.51
2024-10-06,Breakroom,2023,40360.08
2024-10-06,Furniture,597,341571.07
2024-10-06,Office Supplies,2992,94739.36
2024-10-06,Shipping,1255,48629.15
2024-10-06,Technology,513,156034.31
2024-10-07,Breakroom,3189,66512.9
2024-10-07,Furniture,944,538753.77
2024-10-07,Office Supplies,5178,163959.02
2024-10-07,Shipping,2350,90194.68
2024-10-07,Technology,945,260609.05000000002
2024-10-08,Breakroom,3281,65257.48
2024-10-08,Furniture,956,547000.87
2024-10-08,Office Supplies,4899,158476.68
2024-10-08,Shipping,1995,78716.11
2024-10-08,Technology,903,275992.08
2024-10-09,Breakroom,3346,67223.03
2024-10-09,Furniture,932,550484.5599999999
2024-10-09,Office Supplies,4899,155245.8
2024-10-09,Shipping,2068,80806.5
2024-10-09,Technology,836,237946.99
2024-10-10,Breakroom,3299,66066.45
2024-10-10,Furniture,951,564994.33
2024-10-10,Office Supplies,4927,158005.87
2024-10-10,Shipping,2040,76537.45
2024-10-10,Technology,863,262395.33999999997
2024-10-11,Breakroom,3157,64462.9
2024-10-11,Furniture,976,591819.79
2024-10-11,Office Supplies,5222,160708.38
2024-10-11,Shipping,2048,83284.08
2024-10-11,Technology,860,234909.05
2024-10-12,Breakroom,1934,38313.590000000004
2024-10-12,Furniture,602,345304.42
2024-10-12,Office Supplies,2928,94091.43
2024-10-12,Shipping,1113,44070.159999999996
2024-10-12,Technology,513,150609.26
2024-10-13,Breakroom,1893,39593.5
2024-10-13,Furniture,632,369829.2
2024-10-13,Office Supplies,2855,89542.29
2024-10-13,Shipping,1241,48274.25
2024-10-13,Technology,525,145182.95
2024-10-14,Breakroom,3301,66979.06
2024-10-14,Furniture,1004,582673.45
2024-10-14,Office Supplies,4815,148971.53
2024-10-14,Shipping,2165,83814.27
2024-10-14,Technology,877,229091.32
2024-10-15,Breakroom,3171,64943.43
2024-10-15,Furniture,987,577367.63
2024-10-15,Office Supplies,5164,166207.73
2024-10-15,Shipping,1860,71603.05
2024-10-15,Technology,926,273946.17
2024-10-16,Breakroom,3383,68223.2
2024-10-16,Furniture,955,572602.55
2024-10-16,Office Supplies,4994,153853.39
2024-10-16,Shipping,2172,85545.26
2024-10-16,Technology,972,249828.22
2024-10-17,Breakroom,3401,70606.97
2024-10-17,Furniture,994,583548.94
2024-10-17,Office Supplies,5087,162682.75
2024-10-17,Shipping,2090,80676.98
2024-10-17,Technology,977,284764.5
2024-10-18,Breakroom,3332,67292.34
2024-10-18,Furniture,1024,589929.43
2024-10-18,Office Supplies,5150,163354.11
2024-10-18,Shipping,1916,78598.37
2024-10-18,Technology,982,287843.38
2024-10-19,Breakroom,1835,38371.090000000004
2024-10-19,Furniture,579,335225.92
2024-10-19,Office Supplies,3029,95225.02
2024-10-19,Shipping,1278,51332.36
2024-10-19,Technology,527,147866.65
2024-10-20,Breakroom,1980,40619.14
2024-10-20,Furniture,584,330865.41
2024-10-20,Office Supplies,3008,95932.38
2024-10-20,Shipping,1196,47010.45
2024-10-20,Technology,480,164053.42
2024-10-21,Breakroom,3223,64707.99
2024-10-21,Furniture,1019,572025.54
2024-10-21,Office Supplies,4825,153525.4
2024-10-21,Shipping,2091,84115.91
2024-10-21,Technology,835,224059.24
2024-10-22,Breakroom,3295,65388.73
2024-10-22,Furniture,994,568693.64
2024-10-22,Office Supplies,4957,159284.83
2024-10-22,Shipping,2137,81359.27
2024-10-22,Technology,924,249536.13999999998
2024-10-23,Breakroom,3280,66288.47
2024-10-23,Furniture,1022,587764.81
2024-10-23,Office Supplies,5056,156851.11000000002
2024-10-23,Shipping,2079,81203.4
2024-10-23,Technology,844,265662.18
2024-10-24,Breakroom,3257,67769.41
2024-10-24,Furniture,1011,576847.2
2024-10-24,Office Supplies,4957,161341.07
2024-10-24,Shipping,2081,78431.0
2024-10-24,Technology,922,289715.47000000003
2024-10-25,Breakroom,3148,62913.36
2024-10-25,Furniture,913,514744.8
2024-10-25,Office Supplies,4590,148720.8
2024-10-25,Shipping,1970,78695.32
2024-10-25,Technology,958,267614.59
2024-10-26,Breakroom,1882,36966.07
2024-10-26,Furniture,575,339494.4
2024-10-26,Office Supplies,3127,99722.33
2024-10-26,Shipping,1251,46032.47
2024-10-26,Technology,589,167769.27
2024-10-27,Breakroom,1962,39606.32
2024-10-27,Furniture,572,331908.9
2024-10-27,Office Supplies,2991,94432.84
2024-10-27,Shipping,1236,47974.37
2024-10-27,Technology,538,142784.1
2024-10-28,Breakroom,3413,69246.65
2024-10-28,Furniture,923,531892.25
2024-10-28,Office Supplies,5026,161550.52
2024-10-28,Shipping,1912,72955.88
2024-10-28,Technology,886,279280.17
2024-10-29,Breakroom,3316,66274.47
2024-10-29,Furniture,967,550365.34
2024-10-29,Office Supplies,5077,156618.92
2024-10-29,Shipping,1982,76355.14
2024-10-29,Technology,892,238580.72
2024-10-30,Breakroom,3384,70341.5
2024-10-30,Furniture,945,553945.86
2024-10-30,Office Supplies,5025,161929.91
2024-10-30,Shipping,2073,80852.84
2024-10-30,Technology,878,248516.52000000002
2024-10-31,Breakroom,3256,67767.68
2024-10-31,Furniture,993,550552.16
2024-10-31,Office Supplies,4939,156471.88
2024-10-31,Shipping,2077,75886.76
2024-10-31,Technology,944,240464.66999999998
2024-11-01,Breakroom,3220,66834.85
2024-11-01,Furniture,971,559811.36
2024-11-01,Office Supplies,5157,158366.78
2024-11-01,Shipping,2117,84488.08
2024-11-01,Technology,858,247639.73
2024-11-02,Breakroom,1933,38747.79
2024-11-02,Furniture,598,354736.98
2024-11-02,Office Supplies,3077,93457.07
2024-11-02,Shipping,1123,44957.63
2024-11-02,Technology,508,156733.38
2024-11-03,Breakroom,2015,42106.64
2024-11-03,Furniture,554,328282.15
2024-11-03,Office Supplies,2921,93831.5
2024-11-03,Shipping,1296,50370.55
2024-11-03,Technology,544,152374.92
2024-11-04,Breakroom,3272,67653.2
2024-11-04,Furniture,940,547050.14
2024-11-04,Office Supplies,4736,146057.36
2024-11-04,Shipping,2224,87883.03
2024-11-04,Technology,845,262813.5
2024-11-05,Breakroom,3293,68118.53
2024-11-05,Furniture,1051,592031.71
2024-11-05,Office Supplies,4926,153980.75
2024-11-05,Shipping,2140,82492.5
2024-11-05,Technology,1034,284722.42
2024-11-06,Breakroom,3432,69667.4
2024-11-06,Furniture,999,596347.71
2024-11-06,Office Supplies,4648,154651.16
2024-11-06,Shipping,2156,79804.53
2024-11-06,Technology,904,246758.62
2024-11-07,Breakroom,3157,63087.3
2024-11-07,Furniture,1004,578900.66
2024-11-07,Office Supplies,5222,166945.87
2024-11-07,Shipping,2105,85860.42
2024-11-07,Technology,945,263703.73
2024-11-08,Breakroom,3265,64569.22
2024-11-08,Furniture,946,556200.05
2024-11-08,Office Supplies,4800,152475.87
2024-11-08,Shipping,2130,83990.9
2024-11-08,Technology,934,236529.51
2024-11-09,Breakroom,1894,39608.36
2024-11-09,Furniture,602,351192.54
2024-11-09,Office Supplies,3067,98447.3
2024-11-09,Shipping,1230,49098.979999999996
2024-11-09,Technology,498,150512.9
2024-11-10,Breakroom,1943,38762.74
2024-11-10,Furniture,575,336256.4
2024-11-10,Office Supplies,2995,95389.07
2024-11-10,Shipping,1218,47159.44
2024-11-10,Technology,531,152505.07
2024-11-11,Breakroom,3240,64249.95
2024-11-11,Furniture,947,544452.12
2024-11-11,Office Supplies,5093,163483.03
2024-11-11,Shipping,2220,81059.51
2024-11-11,Technology,904,233576.63
2024-11-12,Breakroom,3339,69853.71
2024-11-12,Furniture,1061,606858.65
2024-11-12,Office Supplies,5034,162005.61000000002
2024-11-12,Shipping,2106,82422.2
2024-11-12,Technology,845,241867.23
2024-11-13,Breakroom,3209,63804.35
2024-11-13,Furniture,989,565906.22
2024-11-13,Office Supplies,4854,153520.7
2024-11-13,Shipping,2010,78402.01
2024-11-13,Technology,926,275087.79
2024-11-14,Breakroom,3454,70549.68
2024-11-14,Furniture,960,539203.49
2024-11-14,Office Supplies,4949,156495.29
2024-11-14,Shipping,2040,78970.86
2024-11-14,Technology,875,242693.16999999998
2024-11-15,Breakroom,3505,73601.33
2024-11-15,Furniture,977,566327.48
2024-11-15,Office Supplies,5044,157147.42
2024-11-15,Shipping,2222,86921.62
2024-11-15,Technology,932,258894.84
2024-11-16,Breakroom,1990,40519.66
2024-11-16,Furniture,610,345556.39
2024-11-16,Office Supplies,2964,92021.03
2024-11-16,Shipping,1371,50801.36
2024-11-16,Technology,506,147624.23
2024-11-17,Breakroom,1895,37631.25
2024-11-17,Furniture,567,346431.01
2024-11-17,Office Supplies,2997,93742.53
2024-11-17,Shipping,1324,51242.52
2024-11-17,Technology,541,160817.76
2024-11-18,Breakroom,3369,68537.2
2024-11-18,Furniture,1021,594761.68
2024-11-18,Office Supplies,5087,159763.89
2024-11-18,Shipping,2042,78792.94
2024-11-18,Technology,849,259538.79
2024-11-19,Breakroom,3237,65875.6
2024-11-19,Furniture,976,588896.5
2024-11-19,Office Supplies,4758,146106.44
2024-11-19,Shipping,1938,75907.36
2024-11-19,Technology,944,262585.87
2024-11-20,Breakroom,3282,64711.55
2024-11-20,Furniture,989,586473.05
2024-11-20,Office Supplies,5043,158077.75
2024-11-20,Shipping,2272,88038.65
2024-11-20,Technology,944,275980.04
2024-11-21,Breakroom,3226,64798.31
2024-11-21,Furniture,997,557781.39
2024-11-21,Office Supplies,4783,148058.75
2024-11-21,Shipping,2248,86230.55
2024-11-21,Technology,989,245064.0
2024-11-22,Breakroom,3262,64838.08
2024-11-22,Furniture,1002,588443.43
2024-11-22,Office Supplies,4920,156108.19
2024-11-22,Shipping,2159,84272.33
2024-11-22,Technology,891,254236.77
2024-11-23,Breakroom,1906,37627.67
2024-11-23,Furniture,599,345849.33
2024-11-23,Office Supplies,2993,96289.93
2024-11-23,Shipping,1146,43006.71
2024-11-23,Technology,536,158503.12
2024-11-24,Breakroom,1919,38281.4
2024-11-24,Furniture,573,335481.74
2024-11-24,Office Supplies,2845,90556.18
2024-11-24,Shipping,1276,50197.18
2024-11-24,Technology,491,158399.55
2024-11-25,Breakroom,3447,71070.8
2024-11-25,Furniture,1023,586148.88
2024-11-25,Office Supplies,5021,161634.56
2024-11-25,Shipping,2114,81616.39
2024-11-25,Technology,853,224472.54
2024-11-26,Breakroom,3211,65918.17
2024-11-26,Furniture,978,588199.24
2024-11-26,Office Supplies,4708,152071.93
2024-11-26,Shipping,2065,77804.95999999999
2024-11-26,Technology,951,253021.32
2024-11-27,Breakroom,3253,66543.84
2024-11-27,Furniture,984,573669.27
2024-11-27,Office Supplies,4943,158153.17
2024-11-27,Shipping,2062,78762.36
2024-11-27,Technology,834,223999.65
2024-11-28,Breakroom,3407,68796.48
2024-11-28,Furniture,1033,610639.4
2024-11-28,Office Supplies,5064,162717.88
2024-11-28,Shipping,2142,84462.55
2024-11-28,Technology,879,249011.49000000002
2024-11-29,Breakroom,3337,67013.66
2024-11-29,Furniture,1000,581183.81
2024-11-29,Office Supplies,4715,148385.65
2024-11-29,Shipping,2140,83703.29
2024-11-29,Technology,955,281302.36
2024-11-30,Breakroom,1936,39877.3
2024-11-30,Furniture,554,326057.47
2024-11-30,Office Supplies,2851,88733.19
2024-11-30,Shipping,1215,47319.4
2024-11-30,Technology,548,170457.17
2024-12-01,Breakroom,1914,38919.979999999996
2024-12-01,Furniture,595,349922.32
2024-12-01,Office Supplies,2998,94128.83
2024-12-01,Shipping,1290,51431.23
2024-12-01,Technology,555,135031.08
2024-12-02,Breakroom,3342,68580.58
2024-12-02,Furniture,1001,572948.42
2024-12-02,Office Supplies,5139,164117.23
2024-12-02,Shipping,2129,81055.5
2024-12-02,Technology,984,247048.76
2024-12-03,Breakroom,3229,63915.34
2024-12-03,Furniture,1004,585905.55
2024-12-03,Office Supplies,4853,152927.82
2024-12-03,Shipping,2030,77055.25
2024-12-03,Technology,947,283816.21
2024-12-04,Breakroom,3285,67317.2
2024-12-04,Furniture,1019,581430.18
2024-12-04,Office Supplies,5074,159323.97
2024-12-04,Shipping,2044,80742.99
2024-12-04,Technology,879,235238.27
2024-12-05,Breakroom,3389,70174.33
2024-12-05,Furniture,1000,574992.49
2024-12-05,Office Supplies,4662,152397.95
2024-12-05,Shipping,2167,87604.22
2024-12-05,Technology,920,249929.61
2024-12-06,Breakroom,3277,68045.70999999999
2024-12-06,Furniture,1018,596733.8
2024-12-06,Office Supplies,5074,161132.17
2024-12-06,Shipping,2202,84419.93
2024-12-06,Technology,868,239416.87
2024-12-07,Breakroom,1990,40079.9
2024-12-07,Furniture,584,335872.25
2024-12-07,Office Supplies,2908,89743.57
2024-12-07,Shipping,1308,51577.82
2024-12-07,Technology,578,149969.86
2024-12-08,Breakroom,1974,39631.54
2024-12-08,Furniture,517,309871.83
2024-12-08,Office Supplies,2929,92306.27
2024-12-08,Shipping,1299,50861.11
2024-12-08,Technology,560,151018.6
2024-12-09,Breakroom,2983,61934.19
2024-12-09,Furniture,1023,575517.5
2024-12-09,Office Supplies,4733,148594.76
2024-12-09,Shipping,2142,82745.64
2024-12-09,Technology,933,241613.85
2024-12-10,Breakroom,3292,65744.18
2024-12-10,Furniture,982,548591.12
2024-12-10,Office Supplies,4912,153237.55
2024-12-10,Shipping,2201,84787.99
2024-12-10,Technology,872,255511.5
2024-12-11,Breakroom,3147,63832.39
2024-12-11,Furniture,942,558327.29
2024-12-11,Office Supplies,5132,162094.74
2024-12-11,Shipping,2135,80077.55
2024-12-11,Technology,838,256863.72
2024-12-12,Breakroom,3293,66289.96
2024-12-12,Furniture,1008,576306.48
2024-12-12,Office Supplies,4915,150961.59
2024-12-12,Shipping,2206,85652.78
2024-12-12,Technology,1012,279081.85
2024-12-13,Breakroom,3277,65609.48
2024-12-13,Furniture,970,555088.42
2024-12-13,Office Supplies,5063,157839.33
2024-12-13,Shipping,2107,78629.22
2024-12-13,Technology,942,283542.37
2024-12-14,Breakroom,1977,41266.93
2024-12-14,Furniture,540,314925.04
2024-12-14,Office Supplies,3014,96088.25
2024-12-14,Shipping,1301,50340.94
2024-12-14,Technology,484,158328.85
2024-12-15,Breakroom,2045,41104.63
2024-12-15,Furniture,579,319924.94
2024-12-15,Office Supplies,2990,91897.79
2024-12-15,Shipping,1231,46817.15
2024-12-15,Technology,510,131682.12
2024-12-16,Breakroom,3148,62899.19
2024-12-16,Furniture,1050,605777.54
2024-12-16,Office Supplies,4886,152719.16
2024-12-16,Shipping,2080,81582.2
2024-12-16,Technology,960,275361.09
2024-12-17,Breakroom,3201,66505.82
2024-12-17,Furniture,1006,595624.52
2024-12-17,Office Supplies,5081,160844.33
2024-12-17,Shipping,2007,82153.56999999999
2024-12-17,Technology,903,276422.02999999997
2024-12-18,Breakroom,3351,67953.01
2024-12-18,Furniture,920,535435.8099999999
2024-12-18,Office Supplies,5141,162215.39
2024-12-18,Shipping,2016,78755.01
2024-12-18,Technology,911,278375.36
2024-12-19,Breakroom,3272,64536.72
2024-12-19,Furniture,1004,580935.69
2024-12-19,Office Supplies,4989,157563.41
2024-12-19,Shipping,1953,77203.45
2024-12-19,Technology,855,228980.69
2024-12-20,Breakroom,3213,64022.64
2024-12-20,Furniture,1014,593168.36
2024-12-20,Office Supplies,4991,162932.3
2024-12-20,Shipping,2192,83495.28
2024-12-20,Technology,878,250628.55
2024-12-21,Breakroom,1941,40538.35
2024-12-21,Furniture,591,340597.38
2024-12-21,Office Supplies,3019,93733.29
2024-12-21,Shipping,1318,50640.93
2024-12-21,Technology,512,149679.51
2024-12-22,Breakroom,1941,38798.47
2024-12-22,Furniture,561,321352.64
2024-12-22,Office Supplies,2951,91916.61
2024-12-22,Shipping,1244,47823.37
2024-12-22,Technology,530,157789.36
2024-12-23,Breakroom,3365,67980.44
2024-12-23,Furniture,1015,577357.17
2024-12-23,Office Supplies,4586,145307.01
2024-12-23,Shipping,2029,79522.95999999999
2024-12-23,Technology,882,251721.1
2024-12-24,Breakroom,3393,68701.49
2024-12-24,Furniture,950,534610.28
2024-12-24,Office Supplies,5212,163251.33000000002
2024-12-24,Shipping,2015,79073.62
2024-12-24,Technology,889,238669.93
2024-12-25,Breakroom,3143,64655.51
2024-12-25,Furniture,990,579727.76
2024-12-25,Office Supplies,4963,157657.8
2024-12-25,Shipping,1997,78739.25
2024-12-25,Technology,984,277805.2
2024-12-26,Breakroom,3201,65271.41
2024-12-26,Furniture,1034,612696.75
2024-12-26,Office Supplies,4896,151608.86
2024-12-26,Shipping,1996,74382.45
2024-12-26,Technology,919,270557.3
2024-12-27,Breakroom,3270,67057.37
2024-12-27,Furniture,945,543796.2
2024-12-27,Office Supplies,5123,161392.82
2024-12-27,Shipping,2278,88369.4
2024-12-27,Technology,897,240021.07
2024-12-28,Breakroom,1924,38310.85
2024-12-28,Furniture,548,326309.03
2024-12-28,Office Supplies,2811,88614.85
2024-12-28,Shipping,1304,51561.0
2024-12-28,Technology,584,173219.76
2024-12-29,Breakroom,1873,37067.92
2024-12-29,Furniture,553,321871.71
2024-12-29,Office Supplies,3085,96849.98
2024-12-29,Shipping,1219,45417.0
2024-12-29,Technology,492,131852.13999999998
2024-12-30,Breakroom,3219,67492.55
2024-12-30,Furniture,965,543148.2
2024-12-30,Office Supplies,4928,156635.17
2024-12-30,Shipping,2092,81817.96
2024-12-30,Technology,814,219502.74
2024-12-31,Breakroom,3243,65934.33
2024-12-31,Furniture,929,540731.19
2024-12-31,Office Supplies,4744,151037.87
2024-12-31,Shipping,2076,80947.45
2024-12-31,Technology,862,272791.91
2025-01-01,Breakroom,1555,31520.27
2025-01-01,Furniture,473,273626.67
2025-01-01,Office Supplies,2468,78380.1
2025-01-01,Shipping,1007,38471.0
2025-01-01,Technology,420,119954.20999999999
2025-01-02,Breakroom,1614,32500.83
2025-01-02,Furniture,482,276410.44
2025-01-02,Office Supplies,2489,78232.25
2025-01-02,Shipping,1021,37990.909999999996
2025-01-02,Technology,398,116774.88
2025-01-03,Breakroom,1589,32582.22
2025-01-03,Furniture,475,283061.4
2025-01-03,Office Supplies,2449,76584.8
2025-01-03,Shipping,1030,38781.5
2025-01-03,Technology,424,123619.04
2025-01-04,Breakroom,948,19441.44
2025-01-04,Furniture,269,151904.43
2025-01-04,Office Supplies,1433,43844.43
2025-01-04,Shipping,611,22424.52
2025-01-04,Technology,248,65532.0
2025-01-05,Breakroom,1030,21064.07
2025-01-05,Furniture,279,159804.87
2025-01-05,Office Supplies,1480,47061.77
2025-01-05,Shipping,580,22113.17
2025-01-05,Technology,245,62369.94
2025-01-06,Breakroom,1604,32519.68
2025-01-06,Furniture,496,283357.3
2025-01-06,Office Supplies,2455,74980.13
2025-01-06,Shipping,1037,41145.51
2025-01-06,Technology,439,112468.5
2025-01-07,Breakroom,1567,31123.87
2025-01-07,Furniture,482,267225.66
2025-01-07,Office Supplies,2429,76605.54
2025-01-07,Shipping,1007,38188.58
2025-01-07,Technology,396,109654.04
2025-01-08,Breakroom,1698,34296.93
2025-01-08,Furniture,482,270033.79
2025-01-08,Office Supplies,2397,77778.35
2025-01-08,Shipping,970,37992.45
2025-01-08,Technology,456,133831.17
2025-01-09,Breakroom,1605,32988.94
2025-01-09,Furniture,441,257689.79
2025-01-09,Office Supplies,2515,81115.0
2025-01-09,Shipping,939,37347.58
2025-01-09,Technology,445,134811.92
2025-01-10,Breakroom,1641,33358.22
2025-01-10,Furniture,501,286547.13
2025-01-10,Office Supplies,2368,73462.71
2025-01-10,Shipping,995,39696.19
2025-01-10,Technology,415,120885.05
2025-01-11,Breakroom,927,18950.42
2025-01-11,Furniture,272,158238.78
2025-01-11,Office Supplies,1468,44945.04
2025-01-11,Shipping,575,21322.63
2025-01-11,Technology,233,63468.33
2025-01-12,Breakroom,985,20280.89
2025-01-12,Furniture,265,158307.21
2025-01-12,Office Supplies,1402,43477.33
2025-01-12,Shipping,587,22638.0
2025-01-12,Technology,234,61363.509999999995
2025-01-13,Breakroom,1671,33966.74
2025-01-13,Furniture,485,279432.46
2025-01-13,Office Supplies,2438,75385.96
2025-01-13,Shipping,954,36491.43
2025-01-13,Technology,429,120178.31
2025-01-14,Breakroom,1618,33019.66
2025-01-14,Furniture,501,293613.37
2025-01-14,Office Supplies,2503,79048.16
2025-01-14,Shipping,999,39014.65
2025-01-14,Technology,446,131678.03
2025-01-15,Breakroom,1575,32165.69
2025-01-15,Furniture,453,256226.79
2025-01-15,Office Supplies,2478,78016.84
2025-01-15,Shipping,959,37148.05
2025-01-15,Technology,417,127151.32999999999
2025-01-16,Breakroom,1659,32699.15
2025-01-16,Furniture,478,281746.79
2025-01-16,Office Supplies,2360,73720.29
2025-01-16,Shipping,993,38037.67
2025-01-16,Technology,431,108976.43
2025-01-17,Breakroom,1675,33536.409999999996
2025-01-17,Furniture,480,269235.8
2025-01-17,Office Supplies,2525,80208.6
2025-01-17,Shipping,1017,40107.96
2025-01-17,Technology,426,113785.53
2025-01-18,Breakroom,946,18560.69
2025-01-18,Furniture,263,150847.04
2025-01-18,Office Supplies,1395,43897.3
2025-01-18,Shipping,655,24188.45
2025-01-18,Technology,258,64563.06
2025-01-19,Breakroom,923,18449.91
2025-01-19,Furniture,254,150017.83
2025-01-19,Office Supplies,1472,45748.34
2025-01-19,Shipping,597,22181.47
2025-01-19,Technology,226,70301.19
2025-01-20,Breakroom,1627,33050.35
2025-01-20,Furniture,474,287007.45
2025-01-20,Office Supplies,2469,77375.14
2025-01-20,Shipping,1037,40019.8
2025-01-20,Technology,434,124309.15
2025-01-21,Breakroom,1671,33182.8
2025-01-21,Furniture,509,307703.64
2025-01-21,Office Supplies,2512,77608.81
2025-01-21,Shipping,1011,39493.56
2025-01-21,Technology,408,119191.8
2025-01-22,Breakroom,1673,33742.01
2025-01-22,Furniture,489,286496.73
2025-01-22,Office Supplies,2493,79504.31
2025-01-22,Shipping,1009,37882.89
2025-01-22,Technology,424,136940.74
2025-01-23,Breakroom,1558,30999.24
2025-01-23,Furniture,467,277284.8
2025-01-23,Office Supplies,2389,77246.65
2025-01-23,Shipping,1069,40347.65
2025-01-23,Technology,412,123326.98
2025-01-24,Breakroom,1597,31648.39
2025-01-24,Furniture,463,267563.34
2025-01-24,Office Supplies,2485,77838.81
2025-01-24,Shipping,1050,40736.409999999996
2025-01-24,Technology,435,120962.48
2025-01-25,Breakroom,978,19581.41
2025-01-25,Furniture,256,148365.34
2025-01-25,Office Supplies,1372,42923.42
2025-01-25,Shipping,559,21867.58
2025-01-25,Technology,249,61306.98
2025-01-26,Breakroom,948,19448.37
2025-01-26,Furniture,257,153577.62
2025-01-26,Office Supplies,1383,44773.69
2025-01-26,Shipping,589,21768.29
2025-01-26,Technology,247,61222.86
2025-01-27,Breakroom,1618,32418.81
2025-01-27,Furniture,484,282597.96
2025-01-27,Office Supplies,2428,76437.4
2025-01-27,Shipping,979,36604.77
2025-01-27,Technology,451,115006.04
2025-01-28,Breakroom,1625,32745.32
2025-01-28,Furniture,478,267585.64
2025-01-28,Office Supplies,2402,76955.84
2025-01-28,Shipping,1056,40151.04
2025-01-28,Technology,425,126998.56
2025-01-29,Breakroom,1698,33688.92
2025-01-29,Furniture,493,287707.41
2025-01-29,Office Supplies,2364,74911.4
2025-01-29,Shipping,968,37996.79
2025-01-29,Technology,391,120984.17
2025-01-30,Breakroom,1610,31992.24
2025-01-30,Furniture,481,278975.3
2025-01-30,Office Supplies,2359,75823.4
2025-01-30,Shipping,911,34345.0
2025-01-30,Technology,442,120232.2
2025-01-31,Breakroom,1630,33125.43
2025-01-31,Furniture,451,261999.81
2025-01-31,Office Supplies,2459,78091.74
2025-01-31,Shipping,996,38591.06
2025-01-31,Technology,369,102176.1
2025-02-01,Breakroom,955,19057.47
2025-02-01,Furniture,285,163677.81
2025-02-01,Office Supplies,1444,45413.18
2025-02-01,Shipping,629,23255.35
2025-02-01,Technology,244,72051.3
2025-02-02,Breakroom,912,18744.33
2025-02-02,Furniture,268,152042.55
2025-02-02,Office Supplies,1381,43221.54
2025-02-02,Shipping,611,23213.48
2025-02-02,Technology,220,63318.619999999995
2025-02-03,Breakroom,1525,31960.81
2025-02-03,Furniture,453,257106.22
2025-02-03,Office Supplies,2438,75386.45
2025-02-03,Shipping,1025,40465.16
2025-02-03,Technology,481,119050.99
2025-02-04,Breakroom,1682,34084.8
2025-02-04,Furniture,505,288997.61
2025-02-04,Office Supplies,2488,77127.7
2025-02-04,Shipping,1031,39993.0
2025-02-04,Technology,412,123895.38
2025-02-05,Breakroom,1687,34034.83
2025-02-05,Furniture,509,285568.79
2025-02-05,Office Supplies,2447,78965.85
2025-02-05,Shipping,961,37966.49
2025-02-05,Technology,423,132663.72
2025-02-06,Breakroom,1660,33295.11
2025-02-06,Furniture,497,297547.86
2025-02-06,Office Supplies,2419,75357.8
2025-02-06,Shipping,973,37394.74
2025-02-06,Technology,416,118840.62
2025-02-07,Breakroom,1636,33375.64
2025-02-07,Furniture,491,280968.22
2025-02-07,Office Supplies,2444,77129.27
2025-02-07,Shipping,1009,38808.64
2025-02-07,Technology,405,106607.78
2025-02-08,Breakroom,972,19499.82
2025-02-08,Furniture,272,157821.2
2025-02-08,Office Supplies,1450,44957.92
2025-02-08,Shipping,597,23331.36
2025-02-08,Technology,229,57460.619999999995
2025-02-09,Breakroom,917,18002.16
2025-02-09,Furniture,275,152458.87
2025-02-09,Office Supplies,1441,44684.94
2025-02-09,Shipping,598,23145.18
2025-02-09,Technology,251,59510.47
2025-02-10,Breakroom,1610,32579.25
2025-02-10,Furniture,474,272727.45
2025-02-10,Office Supplies,2515,77857.68000000001
2025-02-10,Shipping,1037,39392.86
2025-02-10,Technology,418,124763.69
2025-02-11,Breakroom,1668,33607.64
2025-02-11,Furniture,459,276728.53
2025-02-11,Office Supplies,2398,75210.06
2025-02-11,Shipping,976,38903.34
2025-02-11,Technology,450,131013.41
2025-02-12,Breakroom,1700,33964.39
2025-02-12,Furniture,465,266211.44
2025-02-12,Office Supplies,2454,77670.27
2025-02-12,Shipping,1065,40804.22
2025-02-12,Technology,402,116845.34
2025-02-13,Breakroom,1704,34500.51
2025-02-13,Furniture,457,263120.65
2025-02-13,Office Supplies,2345,76271.71
2025-02-13,Shipping,1021,38639.34
2025-02-13,Technology,420,130380.06
2025-02-14,Breakroom,1630,33480.7
2025-02-14,Furniture,480,277417.4
2025-02-14,Office Supplies,2365,75269.17
2025-02-14,Shipping,1052,40672.01
2025-02-14,Technology,441,138244.37
2025-02-15,Breakroom,935,19175.2
2025-02-15,Furniture,263,157485.46
2025-02-15,Office Supplies,1421,43434.45
2025-02-15,Shipping,586,22227.51
2025-02-15,Technology,265,68899.9
2025-02-16,Breakroom,960,19092.81
2025-02-16,Furniture,281,161218.35
2025-02-16,Office Supplies,1484,46941.7
2025-02-16,Shipping,590,23487.38
2025-02-16,Technology,246,73591.79
2025-02-17,Breakroom,1693,33555.51
2025-02-17,Furniture,481,282675.52
2025-02-17,Office Supplies,2384,77924.31
2025-02-17,Shipping,953,37466.54
2025-02-17,Technology,487,130696.71
2025-02-18,Breakroom,1559,30589.94
2025-02-18,Furniture,459,270281.62
2025-02-18,Office Supplies,2444,76201.49
2025-02-18,Shipping,1071,40013.5
2025-02-18,Technology,435,122886.32
2025-02-19,Breakroom,1694,34046.97
2025-02-19,Furniture,467,264203.17
2025-02-19,Office Supplies,2372,72410.0
2025-02-19,Shipping,1002,38896.41
2025-02-19,Technology,437,129266.79999999999
2025-02-20,Breakroom,1597,31439.54
2025-02-20,Furniture,479,269669.52
2025-02-20,Office Supplies,2459,76701.07
2025-02-20,Shipping,986,38839.61
2025-02-20,Technology,414,121823.31999999999
2025-02-21,Breakroom,1541,31579.33
2025-02-21,Furniture,509,301518.24
